SRL_OLD,SRL_NEW,Inventory,Supplier,PO,Order,Date,Type,QTY,Width,Height,Length,BDF,Species,Grade,Dryness,Dryness Today,Summary Name,Condition,BDF Cost,Freight Cost,Landed Cost,Value,Markup,Sell,Age,Status,Date Used,Project
RMT 221001 0013,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0014,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Damaged,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0015,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Damaged,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0016,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Damaged,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0017,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0018,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0019,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0020,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0021,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0022,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0023,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0024,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0025,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0026,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0027,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,Damaged,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0028,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0029,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0030,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0031,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0032,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0033,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0034,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0035,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0036,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0037,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0038,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0039,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0040,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0041,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0042,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0043,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0044,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0045,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0046,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0047,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0048,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0049,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0050,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0051,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0052,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0053,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0054,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0055,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0056,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0057,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0058,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0059,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0060,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0061,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0062,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0063,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0064,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0065,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0066,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0067,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0068,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0069,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0070,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0071,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0072,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,Mold,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0073,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Mold,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0074,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0075,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0076,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0077,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0078,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0079,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0080,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0081,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0082,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0083,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0084,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0085,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0086,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0087,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0088,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0089,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0090,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0091,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0092,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0093,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0094,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0095,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0096,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0097,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0098,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0099,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0100,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0101,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0102,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0103,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0104,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0105,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0106,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0107,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0108,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
